"Recipe ID","Recipe Name","Field Type","Step Number","Danish (DA)","German (DE)","French (FR)","English UK (EN)","English US (EN_US)"
"668f51f6-1f4f-43eb-94be-cd4321fe248a","Cosmopolitan Slush","Step","1","Hæld vodka, Cointreau, juicer, sukkerlage og vand i en kande, og rør grundigt.","Gießein Sie vodka, Cointreau, juicer, sukkerlage und vand in einein Krug, und rør gründlich.","Versez vodka, Cointreau, juicer, sukkerlage et vand dans un pichet, et rør soigneusemunt.","Pour vodka, Cointreau, juicer, sukkerlage and vand in a pitcher, and rør thoroughly.","Pour vodka, Cointreau, juicer, sukkerlage and vand in a pitcher, and rør thoroughly."
"668f51f6-1f4f-43eb-94be-cd4321fe248a","Cosmopolitan Slush","Step","2","Fyld blandingen i slushmaskinen, og kør til den ønskede konsistens (–3 °C til –5 °C).","Füllein Sie die Mischung in die Slushmaschine, und kør bis dein ønskede konsisteins (–3 °C bis –5 °C).","Remplissez le mélange dans la machine à slush, et kør jusqu'à dun ønskede konsistuns (–3 °C jusqu'à –5 °C).","Fill the mixture in the slush machine, and kør until da ønskede konsistas (–3 °C until –5 °C).","Fill the mixture in the slush machine, and kør until da ønskede konsistas (–3 °C until –5 °C)."
"668f51f6-1f4f-43eb-94be-cd4321fe248a","Cosmopolitan Slush","Step","3","Tilsæt alkoholen til sidst, hvis du arbejder med forblandet basis.","Fügein Sie hinzu alkoholein bis sidst, hvis du arbejder mit fürblandet basis.","Ajoutez alkoholun jusqu'à sidst, hvis du arbejder avec pourblandet basis.","Add alkohola until sidst, hvis du arbejder with forblandet basis.","Add alkohola until sidst, hvis du arbejder with forblandet basis."
"668f51f6-1f4f-43eb-94be-cd4321fe248a","Cosmopolitan Slush","Step","4","Server straks – pynt gerne med limehjul eller et par frosne tranebær.","Servierein Sie sofürt – garnierein Sie gerne mit limehjul oder et par frosne tranebær.","Servez immédiatemunt – garnissez avec limehjul ou et par frosne tranebær.","Serve imwithiately – garnish with limehjul or et par frosne tranebær.","Serve imwithiately – garnish with limehjul or et par frosne tranebær."
"c6b7a279-7108-499b-a455-4e45f0523d5b","Mai Tai Slush","Description","","Polynesisk klassiker med rom og mandel – eksotisk og kraftfuld i slush-udgave.","Polynesisk klassiker mit rom und mandel – eksotisk und kraftfuld i slush-udgave.","Polynesisk klassiker avec rom et mandel – eksotisk et kraftfuld i slush-udgave.","Polynesisk klassiker with rom and mandel – eksotisk and kraftfuld i slush-udgave.","Polynesisk klassiker with rom and mandel – eksotisk and kraftfuld i slush-udgave."
"c6b7a279-7108-499b-a455-4e45f0523d5b","Mai Tai Slush","Step","1","Bland ananasjuice, limejuice og amaretto i en kande.","Mischein Sie ananasjuice, limejuice und amaretto in einein Krug.","Mélangez ananasjuice, limejuice et amaretto dans un pichet.","Mix ananasjuice, limejuice and amaretto in a pitcher.","Mix ananasjuice, limejuice and amaretto in a pitcher."
"c6b7a279-7108-499b-a455-4e45f0523d5b","Mai Tai Slush","Step","2","Tilsæt vand og rør grundigt.","Fügein Sie hinzu vand und rør gründlich.","Ajoutez vand et rør soigneusemunt.","Add vand and rør thoroughly.","Add vand and rør thoroughly."
"c6b7a279-7108-499b-a455-4e45f0523d5b","Mai Tai Slush","Step","3","Hæld blandingen i maskinen og kør til slush.","Gießein Sie die Mischung in die Maschine und kør bis slush.","Versez le mélange dans la machine et kør jusqu'à slush.","Pour the mixture in the machine and kør until slush.","Pour the mixture in the machine and kør until slush."
"c6b7a279-7108-499b-a455-4e45f0523d5b","Mai Tai Slush","Step","4","Tilsæt de to rom til sidst for at bevare fryseevnen.","Fügein Sie hinzu de to rom bis sidst für at bevare fryseevnein.","Ajoutez de to rom jusqu'à sidst pour at bevare fryseevnun.","Add de to rom until sidst for at bevare fryseevna.","Add de to rom until sidst for at bevare fryseevna."
"c6b7a279-7108-499b-a455-4e45f0523d5b","Mai Tai Slush","Step","5","Server straks med ananas og kirsebær for klassisk tiki-stemning.","Servierein Sie sofürt mit ananas und kirsebær für klassisk tiki-stemning.","Servez immédiatemunt avec ananas et kirsebær pour klassisk tiki-stemning.","Serve imwithiately with ananas and kirsebær for klassisk tiki-stemning.","Serve imwithiately with ananas and kirsebær for klassisk tiki-stemning."
"21e22757-e757-49f5-90a6-593f0411b16e","Classic Red Berry Slush","Description","","En klassisk rød bær-slush med frisk og naturlig smag af sommerbær. Sødmen fra jordbær og hindbær møder den let syrlige tone fra ribs – en perfekt balance, der gør den populær blandt både børn og voksne.","Ein klassisk rød bær-slush mit frisk und naturlig smag af alsmerbær. Sødmein fra jordbær und hindbær møder dein let syrlige tone fra ribs – ein perfekt balance, der gør dein populær blandt både børn und voksne.","Un klassisk rød bær-slush avec frisk et naturlig smag af commemerbær. Sødmun fra jordbær et hindbær møder dun let syrlige tone fra ribs – un parfait balance, der gør dun populær blandt både børn et voksne.","A klassisk rød bær-slush with frisk and naturlig smag af asmerbær. Sødma fra jordbær and hindbær møder da let syrlige tone fra ribs – a perfect balance, der gør da populær blandt både børn and voksne.","A klassisk rød bær-slush with frisk and naturlig smag af asmerbær. Sødma fra jordbær and hindbær møder da let syrlige tone fra ribs – a perfect balance, der gør da populær blandt både børn and voksne."
"21e22757-e757-49f5-90a6-593f0411b16e","Classic Red Berry Slush","Step","1","Blend jordbær, hindbær og ribs til en jævn puré.","Mixein Sie jordbær, hindbær und ribs bis ein glatt puré.","Mixez jordbær, hindbær et ribs jusqu'à un lisse puré.","Blad jordbær, hindbær and ribs until a smooth puré.","Blad jordbær, hindbær and ribs until a smooth puré."
"21e22757-e757-49f5-90a6-593f0411b16e","Classic Red Berry Slush","Step","2","Tilsæt sukkerlage og vand, og rør grundigt.","Fügein Sie hinzu sukkerlage und vand, und rør gründlich.","Ajoutez sukkerlage et vand, et rør soigneusemunt.","Add sukkerlage and vand, and rør thoroughly.","Add sukkerlage and vand, and rør thoroughly."
"21e22757-e757-49f5-90a6-593f0411b16e","Classic Red Berry Slush","Step","3","Hæld blandingen direkte i slushmaskinen.","Gießein Sie die Mischung direkte in die Slushmaschine.","Versez le mélange direkte dans la machine à slush.","Pour the mixture direkte in the slush machine.","Pour the mixture direkte in the slush machine."
"21e22757-e757-49f5-90a6-593f0411b16e","Classic Red Berry Slush","Step","4","Kør til ønsket konsistens (–3 °C til –5 °C).","Lassein Sie laufein bis gewünschte Konsisteinz (–3 °C bis –5 °C).","Faites tourner jusqu'à consistance souhaitée (–3 °C jusqu'à –5 °C).","Run until desired consistacy (–3 °C until –5 °C).","Run until desired consistacy (–3 °C until –5 °C)."
"21e22757-e757-49f5-90a6-593f0411b16e","Classic Red Berry Slush","Step","5","Server straks – frisk, rød og fuld af sommer.","Servierein Sie sofürt – frisk, rød und fuld af alsmer.","Servez immédiatemunt – frisk, rød et fuld af commemer.","Serve imwithiately – frisk, rød and fuld af asmer.","Serve imwithiately – frisk, rød and fuld af asmer."
"716bf914-993e-489b-a3d0-f9973b3347b9","Blue Raspberry Slush","Description","","Ikonisk blå hindbær-slush – børnenes absolutte yndling. Frisk, sød og med den klassiske blå farve, der gør den uimodståelig på en varm dag.","Ikonisk blå hindbær-slush – børneines absolutte yndling. Frisk, sød und mit dein klassiske blå farve, der gør dein uimodståelig auf ein varm dag.","Ikonisk blå hindbær-slush – børnunes absolutte yndling. Frisk, sød et avec dun klassiske blå farve, der gør dun uimodståelig sur un varm dag.","Ikonisk blå hindbær-slush – børnaes absolutte yndling. Frisk, sød and with da klassiske blå farve, der gør da uimodståelig on a varm dag.","Ikonisk blå hindbær-slush – børnaes absolutte yndling. Frisk, sød and with da klassiske blå farve, der gør da uimodståelig on a varm dag."
"716bf914-993e-489b-a3d0-f9973b3347b9","Blue Raspberry Slush","Step","1","Bland hindbær, sukkerlage, citronjuice, blå farve og vand i en kande, og rør grundigt.","Mischein Sie hindbær, sukkerlage, citronjuice, blå farve und vand in einein Krug, und rør gründlich.","Mélangez hindbær, sukkerlage, citronjuice, blå farve et vand dans un pichet, et rør soigneusemunt.","Mix hindbær, sukkerlage, citronjuice, blå farve and vand in a pitcher, and rør thoroughly.","Mix hindbær, sukkerlage, citronjuice, blå farve and vand in a pitcher, and rør thoroughly."
"716bf914-993e-489b-a3d0-f9973b3347b9","Blue Raspberry Slush","Step","2","Hæld blandingen direkte i slushmaskinen.","Gießein Sie die Mischung direkte in die Slushmaschine.","Versez le mélange direkte dans la machine à slush.","Pour the mixture direkte in the slush machine.","Pour the mixture direkte in the slush machine."
"716bf914-993e-489b-a3d0-f9973b3347b9","Blue Raspberry Slush","Step","3","Kør til ønsket slush-konsistens (ca. –3 °C til –5 °C afhængig af maskine).","Lassein Sie laufein bis ønsket slush-konsisteins (ca. –3 °C bis –5 °C afhængig af maskine).","Faites tourner jusqu'à ønsket slush-konsistuns (ca. –3 °C jusqu'à –5 °C afhængig af maskine).","Run until ønsket slush-konsistas (ca. –3 °C until –5 °C afhængig af maskine).","Run until ønsket slush-konsistas (ca. –3 °C until –5 °C afhængig af maskine)."
"716bf914-993e-489b-a3d0-f9973b3347b9","Blue Raspberry Slush","Step","4","Sever straks – klassisk blå hindbærsmag som børn elsker.","Sever sofürt – klassisk blå hindbærsmag als børn elsker.","Sever immédiatemunt – klassisk blå hindbærsmag comme børn elsker.","Sever imwithiately – klassisk blå hindbærsmag as børn elsker.","Sever imwithiately – klassisk blå hindbærsmag as børn elsker."
"0756d0d5-6992-4a21-a367-a1303a1eabcc","Green Apple Slush","Description","","En sprød og forfriskende grøn æble-slush med frisk syrlighed og en naturlig sødme fra æble og sukkerlage. Perfekt som en let, iskold pause på en varm dag.","Ein sprød und fürfriskeinde grøn æble-slush mit frisk syrlighed und ein naturlig sødme fra æble und sukkerlage. Perfekt als ein let, iskold pause auf ein varm dag.","Un sprød et pourfriskunde grøn æble-slush avec frisk syrlighed et un naturlig sødme fra æble et sukkerlage. Perfekt comme un let, iskold pause sur un varm dag.","A sprød and forfriskade grøn æble-slush with frisk syrlighed and a naturlig sødme fra æble and sukkerlage. Perfekt as a let, iskold pause on a varm dag.","A sprød and forfriskade grøn æble-slush with frisk syrlighed and a naturlig sødme fra æble and sukkerlage. Perfekt as a let, iskold pause on a varm dag."
"0756d0d5-6992-4a21-a367-a1303a1eabcc","Green Apple Slush","Step","1","Skær og blend æbler med grøn æblejuice og limejuice.","Schneidein Sie und bleind æbler mit grøn æblejuice und limejuice.","Coupez et blund æbler avec grøn æblejuice et limejuice.","Cut and blad æbler with grøn æblejuice and limejuice.","Cut and blad æbler with grøn æblejuice and limejuice."
"0756d0d5-6992-4a21-a367-a1303a1eabcc","Green Apple Slush","Step","2","Tilsæt sukkerlage og blend igen, til massen er jævn.","Fügein Sie hinzu sukkerlage und bleind igein, bis die Masse er glatt.","Ajoutez sukkerlage et blund igun, jusqu'à la masse er lisse.","Add sukkerlage and blad iga, until the mass er smooth.","Add sukkerlage and blad iga, until the mass er smooth."
"0756d0d5-6992-4a21-a367-a1303a1eabcc","Green Apple Slush","Step","3","Hæld blandingen i slushmaskinen og kør ved ca. –3 °C.","Gießein Sie die Mischung in die Slushmaschine und kør ved ca. –3 °C.","Versez le mélange dans la machine à slush et kør ved ca. –3 °C.","Pour the mixture in the slush machine and kør ved ca. –3 °C.","Pour the mixture in the slush machine and kør ved ca. –3 °C."
"0756d0d5-6992-4a21-a367-a1303a1eabcc","Green Apple Slush","Step","4","Server straks – gerne pyntet med frisk æbleskive.","Servierein Sie sofürt – gerne pyntet mit frisk æbleskive.","Servez immédiatemunt – gerne pyntet avec frisk æbleskive.","Serve imwithiately – gerne pyntet with frisk æbleskive.","Serve imwithiately – gerne pyntet with frisk æbleskive."
"7a50d2f0-ac98-40ef-a7aa-5f174f46c377","Mudslice Slush","Description","","og fløde giver en dyb, afrundet smag, mens den kolde konsistens gør den perfekt som en luksuriøs afslutning på en varm dag.
Alkoholprocent (beregnet): ca. 7,5 % vol.","und fløde giver ein dyb, afrundet smag, meins dein kolde konsisteins gør dein perfekt als ein luksuriøs afslutning auf ein varm dag.
Alkoholproceint (beregnet): ca. 7,5 % vol.","et fløde giver un dyb, afrundet smag, muns dun kolde konsistuns gør dun parfait comme un luksuriøs afslutning sur un varm dag.
Alkoholprocunt (beregnet): ca. 7,5 % vol.","and fløde giver a dyb, afrundet smag, mas da kolde konsistas gør da perfect as a luksuriøs afslutning on a varm dag.
Alkoholprocat (beregnet): ca. 7,5 % vol.","and fløde giver a dyb, afrundet smag, mas da kolde konsistas gør da perfect as a luksuriøs afslutning on a varm dag.
Alkoholprocat (beregnet): ca. 7,5 % vol."
"7a50d2f0-ac98-40ef-a7aa-5f174f46c377","Mudslice Slush","Step","1","Lav en stærk espresso og lad den køle af.","Lav ein stærk espresso und lad dein køle af.","Lav un stærk espresso et lad dun køle af.","Lav a stærk espresso and lad da køle af.","Lav a stærk espresso and lad da køle af."
"7a50d2f0-ac98-40ef-a7aa-5f174f46c377","Mudslice Slush","Step","2","Bland Kahlúa, Baileys, fløde og sukkerlage i en kande.","Mischein Sie Kahlúa, Baileys, fløde und sukkerlage in einein Krug.","Mélangez Kahlúa, Baileys, fløde et sukkerlage dans un pichet.","Mix Kahlúa, Baileys, fløde and sukkerlage in a pitcher.","Mix Kahlúa, Baileys, fløde and sukkerlage in a pitcher."
"7a50d2f0-ac98-40ef-a7aa-5f174f46c377","Mudslice Slush","Step","3","Rør eller blend forsigtigt, indtil blandingen er jævn.","Rührein Sie oder bleind vorsichtig, indbis die Mischung er glatt.","Remuez ou blund délicatemunt, indjusqu'à le mélange er lisse.","Stir or blad gatly, induntil the mixture er smooth.","Stir or blad gatly, induntil the mixture er smooth."
"7a50d2f0-ac98-40ef-a7aa-5f174f46c377","Mudslice Slush","Step","4","Hæld i slushmaskinen og kør, indtil den opnår en cremet konsistens.","Gießein Sie in die Slushmaschine und kør, indbis dein opnår ein cremig konsisteins.","Versez dans la machine à slush et kør, indjusqu'à dun opnår un crémeux konsistuns.","Pour in the slush machine and kør, induntil da opnår a creamy konsistas.","Pour in the slush machine and kør, induntil da opnår a creamy konsistas."
"7a50d2f0-ac98-40ef-a7aa-5f174f46c377","Mudslice Slush","Step","5","Server evt. med chokoladestriber i glasset og flødeskum på toppen.","Servierein Sie ggf. mit chokoladestriber ins Glasset und flødeskum auf toppein.","Servez évuntuellemunt avec chokoladestriber dans un verreset et flødeskum sur toppun.","Serve optionally with chokoladestriber in a glassset and flødeskum on toppa.","Serve optionally with chokoladestriber in a glassset and flødeskum on toppa."
"7a50d2f0-ac98-40ef-a7aa-5f174f46c377","Mudslice Slush","Step","6","Alkohol tilsættes altid til sidst, når slushen er færdig, for at bevare fryseevnen og sikre en stabil, cremet struktur.","Alkohol bissættes altid bis sidst, når slushein er færdig, für at bevare fryseevnein und sikre ein stabil, cremig struktur.","Alkohol jusqu'àsættes altid jusqu'à sidst, når slushun er færdig, pour at bevare fryseevnun et sikre un stabil, crémeux struktur.","Alkohol untilsættes altid until sidst, når slusha er færdig, for at bevare fryseevna and sikre a stabil, creamy struktur.","Alkohol untilsættes altid until sidst, når slusha er færdig, for at bevare fryseevna and sikre a stabil, creamy struktur."
